Referee_id,Referee_name,Game_id,Date,Time,Location,Player_id,First_name,Last_name,Age,Position,Nationality,Team_name,Manager,Owner,Sponsor_id,Sponsor_name
19,José Munuera Montero,140,09-12-2023,16:30,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
19,José Munuera Montero,140,09-12-2023,16:30,Benito Villamarín,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
3,Javier Alberola Rojas,141,18-12-2023,21:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
3,Javier Alberola Rojas,141,18-12-2023,21:00,Benito Villamarín,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
20,José Luis Munuera Montero,142,23-12-2023,12:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
20,José Luis Munuera Montero,142,23-12-2023,12:00,Benito Villamarín,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
4,Juan Martínez Munuera,143,29-12-2023,21:00,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
4,Juan Martínez Munuera,143,29-12-2023,21:00,Benito Villamarín,35,Camavinga,Alva,20,Midfielder,France,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
17,Isidro Díaz de Mera Escuderos,144,07-01-2024,18:30,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,3,Rendimiento Pico
17,Isidro Díaz de Mera Escuderos,144,07-01-2024,18:30,Benito Villamarín,38,Carlos,Soler,25,Midfielder,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
12,César Soto Grado,145,14-08-2023,20:00,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
12,César Soto Grado,145,14-08-2023,20:00,San Mamés,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
7,Adrián Cordero Vega,146,20-08-2023,19:30,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
7,Adrián Cordero Vega,146,20-08-2023,19:30,San Mamés,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
10,Gil Manzano,147,28-08-2023,20:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
10,Gil Manzano,147,28-08-2023,20:00,San Mamés,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
20,José Luis Munuera Montero,148,03-09-2023,16:30,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
20,José Luis Munuera Montero,148,03-09-2023,16:30,San Mamés,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
17,Isidro Díaz de Mera Escuderos,149,17-09-2023,18:30,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
17,Isidro Díaz de Mera Escuderos,149,17-09-2023,18:30,San Mamés,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
7,Adrián Cordero Vega,150,30-09-2023,18:30,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
7,Adrián Cordero Vega,150,30-09-2023,18:30,San Mamés,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
3,Javier Alberola Rojas,151,08-10-2023,12:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
3,Javier Alberola Rojas,151,08-10-2023,12:00,San Mamés,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
18,José Antonio López Toca,152,13-10-2023,21:00,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
18,José Antonio López Toca,152,13-10-2023,21:00,San Mamés,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,3,Rendimiento Pico
2,Antonio Miguel Mateu Lahoz,153,05-11-2023,21:00,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
2,Antonio Miguel Mateu Lahoz,153,05-11-2023,21:00,San Mamés,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
7,Adrián Cordero Vega,154,18-11-2023,18:30,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
7,Adrián Cordero Vega,154,18-11-2023,18:30,San Mamés,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
15,Alberto Undiano Mallenco,155,26-11-2023,14:00,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
15,Alberto Undiano Mallenco,155,26-11-2023,14:00,San Mamés,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
8,Mario Melero López,156,04-12-2023,21:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
8,Mario Melero López,156,04-12-2023,21:00,San Mamés,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
20,José Luis Munuera Montero,157,31-12-2023,18:30,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
20,José Luis Munuera Montero,157,31-12-2023,18:30,San Mamés,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
10,Gil Manzano,158,07-01-2024,21:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
10,Gil Manzano,158,07-01-2024,21:00,San Mamés,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
1,Carlos Velasco Carballo,159,14-01-2024,18:30,San Mamés,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
1,Carlos Velasco Carballo,159,14-01-2024,18:30,San Mamés,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
7,Adrián Cordero Vega,160,20-01-2024,12:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
7,Adrián Cordero Vega,160,20-01-2024,12:00,San Mamés,34,Diego,Llorente,28,Defender,Spain,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
20,José Luis Munuera Montero,161,27-01-2024,14:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
20,José Luis Munuera Montero,161,27-01-2024,14:00,San Mamés,35,Camavinga,Alva,20,Midfielder,France,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
18,José Antonio López Toca,162,05-02-2024,21:00,San Mamés,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
18,José Antonio López Toca,162,05-02-2024,21:00,San Mamés,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
8,Mario Melero López,163,14-08-2023,22:00,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
8,Mario Melero López,163,14-08-2023,22:00,Estadi Ciutat de València,1,Lionel,Messi,36,Forward,Argentina,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
5,José Luis González González,164,21-08-2023,22:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
5,José Luis González González,164,21-08-2023,22:00,Estadi Ciutat de València,4,Vinícius,Junior,22,Forward,Brazil,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
13,David Medié Jiménez,165,25-08-2023,22:00,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
13,David Medié Jiménez,165,25-08-2023,22:00,Estadi Ciutat de València,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
18,José Antonio López Toca,166,17-09-2023,14:00,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
18,José Antonio López Toca,166,17-09-2023,14:00,Estadi Ciutat de València,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
2,Antonio Miguel Mateu Lahoz,167,24-09-2023,14:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
2,Antonio Miguel Mateu Lahoz,167,24-09-2023,14:00,Estadi Ciutat de València,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
15,Alberto Undiano Mallenco,168,01-10-2023,12:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
15,Alberto Undiano Mallenco,168,01-10-2023,12:00,Estadi Ciutat de València,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
4,Juan Martínez Munuera,169,08-10-2023,18:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
4,Juan Martínez Munuera,169,08-10-2023,18:30,Estadi Ciutat de València,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
5,José Luis González González,170,14-10-2023,18:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
5,José Luis González González,170,14-10-2023,18:30,Estadi Ciutat de València,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
3,Javier Alberola Rojas,171,22-10-2023,16:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
3,Javier Alberola Rojas,171,22-10-2023,16:30,Estadi Ciutat de València,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
13,David Medié Jiménez,172,05-11-2023,14:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
13,David Medié Jiménez,172,05-11-2023,14:00,Estadi Ciutat de València,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
14,Guillermo Cuadra Fernández,173,11-11-2023,18:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
14,Guillermo Cuadra Fernández,173,11-11-2023,18:30,Estadi Ciutat de València,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
16,José María Sánchez Martínez,174,18-11-2023,14:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
16,José María Sánchez Martínez,174,18-11-2023,14:00,Estadi Ciutat de València,26,Youssef,En-Nesyri,25,Forward,Morocco,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
2,Antonio Miguel Mateu Lahoz,175,26-11-2023,21:00,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
2,Antonio Miguel Mateu Lahoz,175,26-11-2023,21:00,Estadi Ciutat de València,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
13,David Medié Jiménez,176,03-12-2023,12:00,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
13,David Medié Jiménez,176,03-12-2023,12:00,Estadi Ciutat de València,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
16,José María Sánchez Martínez,177,10-12-2023,16:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
16,José María Sánchez Martínez,177,10-12-2023,16:30,Estadi Ciutat de València,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
4,Juan Martínez Munuera,178,17-12-2023,18:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
4,Juan Martínez Munuera,178,17-12-2023,18:30,Estadi Ciutat de València,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
16,José María Sánchez Martínez,179,23-12-2023,16:30,Estadi Ciutat de València,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
16,José María Sánchez Martínez,179,23-12-2023,16:30,Estadi Ciutat de València,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
1,Carlos Velasco Carballo,180,30-12-2023,18:30,Estadi Ciutat de València,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
1,Carlos Velasco Carballo,180,30-12-2023,18:30,Estadi Ciutat de València,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
13,David Medié Jiménez,181,03-09-2023,18:30,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
13,David Medié Jiménez,181,03-09-2023,18:30,Estadio Municipal de Ipurua,1,Lionel,Messi,36,Forward,Argentina,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
5,José Luis González González,182,10-09-2023,16:30,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
5,José Luis González González,182,10-09-2023,16:30,Estadio Municipal de Ipurua,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
18,José Antonio López Toca,183,16-09-2023,21:00,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
18,José Antonio López Toca,183,16-09-2023,21:00,Estadio Municipal de Ipurua,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
10,Gil Manzano,184,01-10-2023,18:30,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
10,Gil Manzano,184,01-10-2023,18:30,Estadio Municipal de Ipurua,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
1,Carlos Velasco Carballo,185,08-10-2023,14:00,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
1,Carlos Velasco Carballo,185,08-10-2023,14:00,Estadio Municipal de Ipurua,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
5,José Luis González González,186,15-10-2023,16:30,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
5,José Luis González González,186,15-10-2023,16:30,Estadio Municipal de Ipurua,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
17,Isidro Díaz de Mera Escuderos,187,29-10-2023,16:30,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
17,Isidro Díaz de Mera Escuderos,187,29-10-2023,16:30,Estadio Municipal de Ipurua,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
5,José Luis González González,188,05-11-2023,18:30,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
5,José Luis González González,188,05-11-2023,18:30,Estadio Municipal de Ipurua,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
13,David Medié Jiménez,189,12-11-2023,12:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
13,David Medié Jiménez,189,12-11-2023,12:00,Estadio Municipal de Ipurua,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
2,Antonio Miguel Mateu Lahoz,190,19-11-2023,14:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
2,Antonio Miguel Mateu Lahoz,190,19-11-2023,14:00,Estadio Municipal de Ipurua,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
12,César Soto Grado,191,09-12-2023,14:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
12,César Soto Grado,191,09-12-2023,14:00,Estadio Municipal de Ipurua,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
2,Antonio Miguel Mateu Lahoz,192,17-12-2023,14:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
2,Antonio Miguel Mateu Lahoz,192,17-12-2023,14:00,Estadio Municipal de Ipurua,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
1,Carlos Velasco Carballo,193,23-12-2023,18:30,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
1,Carlos Velasco Carballo,193,23-12-2023,18:30,Estadio Municipal de Ipurua,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
18,José Antonio López Toca,194,06-01-2024,21:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
18,José Antonio López Toca,194,06-01-2024,21:00,Estadio Municipal de Ipurua,29,Emerson,Royal,24,Defender,Brazil,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
14,Guillermo Cuadra Fernández,195,13-01-2024,14:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
14,Guillermo Cuadra Fernández,195,13-01-2024,14:00,Estadio Municipal de Ipurua,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
15,Alberto Undiano Mallenco,196,22-01-2024,21:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
15,Alberto Undiano Mallenco,196,22-01-2024,21:00,Estadio Municipal de Ipurua,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
17,Isidro Díaz de Mera Escuderos,197,26-01-2024,21:00,Estadio Municipal de Ipurua,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
17,Isidro Díaz de Mera Escuderos,197,26-01-2024,21:00,Estadio Municipal de Ipurua,35,Camavinga,Alva,20,Midfielder,France,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
2,Antonio Miguel Mateu Lahoz,198,10-02-2024,21:00,Estadio Municipal de Ipurua,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
2,Antonio Miguel Mateu Lahoz,198,10-02-2024,21:00,Estadio Municipal de Ipurua,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
6,Ricardo De Burgos Bengoetxea,199,03-09-2023,12:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
6,Ricardo De Burgos Bengoetxea,199,03-09-2023,12:00,Coliseum Alfonso Pérez,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
17,Isidro Díaz de Mera Escuderos,200,09-09-2023,21:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
17,Isidro Díaz de Mera Escuderos,200,09-09-2023,21:00,Coliseum Alfonso Pérez,4,Vinícius,Junior,22,Forward,Brazil,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
11,Ignacio Iglesias Villanueva,201,16-09-2023,18:30,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
11,Ignacio Iglesias Villanueva,201,16-09-2023,18:30,Coliseum Alfonso Pérez,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
5,José Luis González González,202,24-09-2023,16:30,Coliseum Alfonso Pérez,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
5,José Luis González González,202,24-09-2023,16:30,Coliseum Alfonso Pérez,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
10,Gil Manzano,203,01-10-2023,14:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
10,Gil Manzano,203,01-10-2023,14:00,Coliseum Alfonso Pérez,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
1,Carlos Velasco Carballo,204,07-10-2023,21:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
1,Carlos Velasco Carballo,204,07-10-2023,21:00,Coliseum Alfonso Pérez,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
2,Antonio Miguel Mateu Lahoz,205,15-10-2023,12:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
2,Antonio Miguel Mateu Lahoz,205,15-10-2023,12:00,Coliseum Alfonso Pérez,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
3,Javier Alberola Rojas,206,30-10-2023,21:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
3,Javier Alberola Rojas,206,30-10-2023,21:00,Coliseum Alfonso Pérez,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
7,Adrián Cordero Vega,207,05-11-2023,12:00,Coliseum Alfonso Pérez,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
7,Adrián Cordero Vega,207,05-11-2023,12:00,Coliseum Alfonso Pérez,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
2,Antonio Miguel Mateu Lahoz,208,12-11-2023,16:30,Coliseum Alfonso Pérez,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
